"Jahr" "point.70.x" "sat" "sal" "winter"
2005 -47 0 1.31 3
2005 -45 0 1.31 3
2005 -44 0 1.31 3
2005 -45 0 1.31 3
2006 -15 0 1.31 3
2006 -11 0 1.31 3
2006 -12 0 1.31 3
2006 -14 0 1.31 3
2006 -16 0 1.31 3
2006 -19 0 1.31 3
2006 -25 0 1.31 3
2006 -26 0 1.31 3
2006 -24 0 1.31 3
2006 -23 0 1.31 3
2006 -26 0 1.31 3
2006 -30 0 1.31 3
2006 -33 0 1.31 3
2006 -36 0 1.31 3
2006 -39 0 1.31 3
2006 -43 0 1.31 3
2006 -49 0 1.31 3
2006 -55 0 1.31 3
2006 -59 0 1.31 3
2006 -61 0 1.31 3
2006 -58 0 1.31 3
2006 -54 0 1.31 3
2006 -45 0 1.31 3
2006 -34 0 1.31 3
2006 -33 0 1.31 3
2006 -36 0 1.31 3
2006 -38 0 1.31 3
2006 -36 0 1.31 3
2006 -34 0 1.31 3
2006 -35 0 1.31 3
2007 -2 0 1.31 3
2007 -3 0 1.31 3
2007 -7 0 1.31 3
2007 -10 0 1.31 3
2007 -15 0 1.31 3
2007 -19 0 1.31 3
2007 -24 0 1.31 3
2007 -26 0 1.31 3
2007 -25 0 1.31 3
2007 -25 0 1.31 3
2007 -25 0 1.31 3
2007 -28 0 1.31 3
2007 -28 0 1.31 3
2007 -24 0 1.31 3
2007 -18 0 1.31 3
2007 -15 0 1.31 3
2007 -14 0 1.31 3
2007 -14 0 1.31 3
2007 -14 0 1.31 3
2007 -16 0 1.31 3
2007 -17 0 1.31 3
2007 -18 0 1.31 3
2007 -19 0 1.31 3
2007 -20 0 1.31 3
2007 -22 0 1.31 3
2007 -23 0 1.31 3
2007 -22 0 1.31 3
2007 -20 0 1.31 3
2007 -20 0 1.31 3
2007 -21 0 1.31 3
2008 -9 0 1.31 3
2008 -4 0 1.31 3
2008 0 0 1.31 3
2008 -1 0 1.31 3
2008 -4 0 1.31 3
2008 -9 0 1.31 3
2008 -14 0 1.31 3
2008 -18 0 1.31 3
2008 -22 0 1.31 3
2008 -27 0 1.31 3
2008 -34 0 1.31 3
2008 -38 0 1.31 3
2008 -41 0 1.31 3
2008 -44 0 1.31 3
2008 -46 0 1.31 3
2008 -50 0 1.31 3
2008 -51 0 1.31 3
2008 -54 0 1.31 3
2008 -58 0 1.31 3
2008 -59 0 1.31 3
2008 -61 0 1.31 3
2008 -59 0 1.31 3
2008 -56 0 1.31 3
2008 -58 0 1.31 3
2008 -58 0 1.31 3
2008 -57 0 1.31 3
2008 -56 0 1.31 3
2008 -54 0 1.31 3
2008 -52 0 1.31 3
2008 -50 0 1.31 3
2009 -18 0 1.31 3
2009 -19 0 1.31 3
2009 -22 0 1.31 3
2009 -25 0 1.31 3
2009 -30 0 1.31 3
2009 -32 0 1.31 3
2009 -34 0 1.31 3
2009 -37 0 1.31 3
2009 -36 0 1.31 3
2009 -36 0 1.31 3
2009 -39 0 1.31 3
2009 -38 0 1.31 3
2009 -39 0 1.31 3
2009 -42 0 1.31 3
2009 -45 0 1.31 3
2009 -46 0 1.31 3
2009 -47 0 1.31 3
2009 -49 0 1.31 3
2009 -50 0 1.31 3
2009 -51 0 1.31 3
2009 -53 0 1.31 3
2009 -57 0 1.31 3
2009 -60 0 1.31 3
2009 -62 0 1.31 3
2009 -61 0 1.31 3
2009 -61 0 1.31 3
2009 -62 0 1.31 3
2009 -58 0 1.31 3
2009 -53 0 1.31 3
2009 -51 0 1.31 3
2010 -22 0 1.31 3
2010 -22 0 1.31 3
2010 -24 0 1.31 3
2010 -26 0 1.31 3
2010 -29 0 1.31 3
2010 -31 0 1.31 3
2010 -30 0 1.31 3
2010 -27 0 1.31 3
2010 -27 0 1.31 3
2010 -27 0 1.31 3
2010 -26 0 1.31 3
2010 -28 0 1.31 3
2010 -31 0 1.31 3
2010 -36 0 1.31 3
2010 -41 0 1.31 3
2010 -47 0 1.31 3
2010 -53 0 1.31 3
2010 -57 0 1.31 3
2010 -56 0 1.31 3
2010 -55 0 1.31 3
2010 -46 0 1.31 3
2010 -44 0 1.31 3
2010 -42 0 1.31 3
2010 -38 0 1.31 3
2010 -36 0 1.31 3
2010 -35 0 1.31 3
2010 -35 0 1.31 3
2010 -36 0 1.31 3
2010 -37 0 1.31 3
2010 -32 0 1.31 3
2011 -8 0 1.31 3
2011 -10 0 1.31 3
2011 -11 0 1.31 3
2011 -13 0 1.31 3
2011 -18 0 1.31 3
2011 -23 0 1.31 3
2011 -28 0 1.31 3
2011 -30 0 1.31 3
2011 -32 0 1.31 3
2011 -35 0 1.31 3
2011 -38 0 1.31 3
2011 -41 0 1.31 3
2011 -38 0 1.31 3
2011 -35 0 1.31 3
2011 -34 0 1.31 3
2011 -28 0 1.31 3
2011 -16 0 1.31 3
2011 -1 0 1.31 3
2011 2 0 1.31 3
2011 6 0 1.31 3
2011 11 0 1.31 3
2011 12 0 1.31 3
2011 13 0 1.31 3
2011 12 0 1.31 3
2011 10 0 1.31 3
2011 7 0 1.31 3
2011 4 0 1.31 3
2011 2 0 1.31 3
2011 1 0 1.31 3
2011 1 0 1.31 3
2012 -5 0 1.31 3
2012 -6 0 1.31 3
2012 -8 0 1.31 3
2012 -11 0 1.31 3
2012 -13 0 1.31 3
2012 -15 0 1.31 3
2012 -19 0 1.31 3
2012 -22 0 1.31 3
2012 -27 0 1.31 3
2012 -32 0 1.31 3
2012 -36 0 1.31 3
2012 -38 0 1.31 3
2012 -38 0 1.31 3
2012 -38 0 1.31 3
2012 -38 0 1.31 3
2012 -37 0 1.31 3
2012 -35 0 1.31 3
2012 -34 0 1.31 3
2012 -38 0 1.31 3
2012 -38 0 1.31 3
2012 -40 0 1.31 3
2012 -41 0 1.31 3
2012 -41 0 1.31 3
2012 -43 0 1.31 3
2012 -44 0 1.31 3
2012 -44 0 1.31 3
